date,1. open,2. high,3. low,4. close,5. volume,5. change in price
2020-12-07 18:32:00,647.02,647.8,647.0,647.5,5432.0,0.4800000000000182
2020-12-07 18:31:00,647.5,647.5,647.0,647.0,14769.0,-0.5
2020-12-07 18:30:00,647.6,647.77,647.26,647.26,6632.0,-0.34000000000003183
2020-12-07 18:29:00,647.45,647.53,647.34,647.48,2631.0,0.029999999999972715
2020-12-07 18:28:00,647.73,647.75,647.17,647.4,3616.0,-0.3300000000000409
2020-12-07 18:27:00,647.73,647.79,647.15,647.7699,5958.0,0.03989999999998872
2020-12-07 18:26:00,647.8,647.8,647.5,647.5,6467.0,-0.2999999999999545
2020-12-07 18:25:00,647.7,648.0,647.7,647.8,7728.0,0.09999999999990905
2020-12-07 18:24:00,647.9,647.9,647.55,647.77,5624.0,-0.12999999999999545
2020-12-07 18:23:00,647.75,648.0,647.55,647.9,11567.0,0.14999999999997726
2020-12-07 18:22:00,647.35,647.89,647.29,647.78,9321.0,0.42999999999995
2020-12-07 18:21:00,647.33,647.35,647.15,647.35,12485.0,0.01999999999998181
2020-12-07 18:20:00,646.88,647.33,646.55,647.3299,17536.0,0.4498999999999569
2020-12-07 18:19:00,645.75,646.9,645.74,646.9,11082.0,1.1499999999999773
